_id,lang,username,profileLocation,profileLang,profileDescription,screenName,text,id,createdAt,currentUserRetweetId,inReplyToScreenName,isRetweet,isRetweeted,isPossiblySensitive,placecountry,placeStreetAddress,placeName,placeId,placeFullName,placeUrl,placeCountryCode
ObjectId("5e1d03bb525a00009f7e2348"),und,Llegendos,North Macedonia,,. e djalit!,Llegendos,@xonasllh 📥,1216871706071130118,""2020-01-13T23:56:37.000Z"",-1,xonasllh,false,false,false,Former Yugoslav Republic of Macedonia,,Former Yugoslav Republic of Macedonia,9778812ea3fffe48,Former Yugoslav Republic of Macedonia,https://api.twitter.com/1.1/geo/id/9778812ea3fffe48.json,MK
ObjectId("5e1d03cf525a00009f7e2532"),und,LitMolekula420,Kline, Kosov,,Who u looking at,LitMolekula420,Mu kan bo krejt monoton nuk pom rrihet me kerkon,1216871790707986432,""2020-01-13T23:56:57.000Z"",-1,,false,false,false,Kosovo,,Kosovo,ce840961e49976cf,Kosovo,https://api.twitter.com/1.1/geo/id/ce840961e49976cf.json,XK
ObjectId("5e1d0a71d291740ea94f8a5a"),und,DVragolance,Kosovo,,♏   
🌸student biologije u pokušaju🐍                
snap: incubo_9,DVragolance,Lik me ladno u punom klubu pitao el oću koku,1216878915194621954,""2020-01-14T00:25:16.000Z"",-1,,false,false,false,Kosovë,,Kosovë,ce840961e49976cf,Kosovë,https://api.twitter.com/1.1/geo/id/ce840961e49976cf.json,XK
ObjectId("5e1d0bcad291740ea94fac2b"),und,atdhecolor,Pristina,,,atdhecolor,https://t.co/amJUJvNEBp,1216880359943626755,""2020-01-14T00:31:01.000Z"",-1,,false,false,false,Kosovo,,Kosovo,ce840961e49976cf,Kosovo,https://api.twitter.com/1.1/geo/id/ce840961e49976cf.json,XK
ObjectId("5e1d7e2c69305c6d0b10ffad"),und,meemira,,,,meemira,Oferta - Njoftime Pune ne Tirane sektori Shit-Blerje: Pozicioni i punes PUNONJES MAGAZINE, arsimi i preferuar Gjimnaz dhe mosha E Pa Percaktuar. Per me shume vizitoni https://t.co/jfPOsbJrQ5 . Tag #pune #ofertapune #njoftimepune… https://t.co/jfPOsbJrQ5 #OfertaNjoftimePune,1217003177419001857,""2020-01-14T08:39:02.000Z"",-1,,false,false,false,Albania,,Albania,82779978c58253a6,Albania,https://api.twitter.com/1.1/geo/id/82779978c58253a6.json,AL
ObjectId("5e1d7e2d69305c6d0b10ffaf"),und,meemira,,,,meemira,Oferta - Njoftime Pune ne Tirane sektori Sherbim: Pozicioni i punes Shitese, arsimi i preferuar Gjimnaz dhe mosha E Pa Percaktuar. Per me shume vizitoni https://t.co/taQrErGQTe . Tag #pune #ofertapune #njoftimepune #njoftime… https://t.co/taQrErGQTe #OfertaNjoftimePune,1217003181936300032,""2020-01-14T08:39:04.000Z"",-1,,false,false,false,Albania,,Albania,82779978c58253a6,Albania,https://api.twitter.com/1.1/geo/id/82779978c58253a6.json,AL
ObjectId("5e1d825469305c6d0b10ffb1"),und,ndriqims,,,donald duck,ndriqims,qohna n mengjes i pit i bom rrot,1217007644164096000,""2020-01-14T08:56:47.000Z"",-1,,false,false,false,Kosovo,,Kosovo,ce840961e49976cf,Kosovo,https://api.twitter.com/1.1/geo/id/ce840961e49976cf.json,XK
ObjectId("5e1d82b669305c6d0b10ffb3"),und,hasa_bardhyl,Albania ,,,hasa_bardhyl,@ediramaal https://t.co/lvZflptENy,1217008053033340928,""2020-01-14T08:58:25.000Z"",-1,ediramaal,false,false,false,Albania,,Albania,82779978c58253a6,Albania,https://api.twitter.com/1.1/geo/id/82779978c58253a6.json,AL
